Date,Open,High,Low,Close,Adj Close,Volume
2021-03-25,9.31,9.97,9.25,9.88,9.88,14363900
2021-03-26,10.05,10.05,9.29,9.63,9.63,13197200
2021-03-29,9.56,9.67,9.14,9.2,9.2,13538000
2021-03-30,9.08,9.41,8.88,9.34,9.34,17569600
2021-03-31,8.61,8.73,8.36,8.43,8.43,32865200
2021-04-01,8.59,8.89,8.5,8.6,8.6,14709900
2021-04-05,8.75,9.34,8.62,9.3,9.3,18460000
2021-04-06,9.13,9.28,8.94,8.99,8.99,9807300
2021-04-07,9.45,9.51,8.91,8.91,8.91,16106100
2021-04-08,8.99,9.59,8.95,9.44,9.44,11406800
2021-04-09,9.32,9.42,9.1,9.13,9.13,6685200
2021-04-12,9.09,9.28,8.96,9.03,9.03,6501800
2021-04-13,9.07,9.22,8.9,9.1,9.1,6896000
2021-04-14,9.05,9.37,8.99,9.0,9.0,7711600
2021-04-15,9.1,9.14,8.65,8.77,8.77,8438200
2021-04-16,8.69,8.76,8.5,8.7,8.7,7577500
2021-04-19,8.65,8.79,8.46,8.62,8.62,6377700
2021-04-20,8.59,8.69,8.06,8.21,8.21,12637600
2021-04-21,8.09,8.67,8.04,8.66,8.66,9263300
2021-04-22,8.69,8.97,8.58,8.64,8.64,8636300
2021-04-23,8.66,8.88,8.59,8.85,8.85,5426100
2021-04-26,8.86,9.19,8.84,9.09,9.09,8168100
2021-04-27,9.16,9.62,8.87,9.29,9.29,21110700
2021-04-28,9.23,9.67,9.12,9.3,9.3,12299900
2021-04-29,9.45,9.45,8.88,9.06,9.06,6870000
2021-04-30,8.96,9.13,8.76,8.83,8.83,6135800
2021-05-03,8.89,8.91,8.57,8.61,8.61,5724900
2021-05-04,8.52,8.59,8.14,8.36,8.36,8622900
2021-05-05,8.44,8.46,8.15,8.22,8.22,5292300
2021-05-06,8.15,8.22,7.98,8.15,8.15,7009600
2021-05-07,8.21,8.63,8.2,8.48,8.48,5591900
2021-05-10,8.43,8.44,8.13,8.13,8.13,5755100
2021-05-11,7.88,8.34,7.77,8.3,8.3,8230200
2021-05-12,8.2,8.25,7.89,7.95,7.95,7447300
2021-05-13,7.99,8.18,7.71,7.94,7.94,13669500
2021-05-14,8.0,8.54,7.99,8.44,8.44,9579300
2021-05-17,8.32,8.57,8.28,8.49,8.49,5199900
2021-05-18,8.55,9.03,8.43,8.77,8.77,7234400
2021-05-19,8.44,8.59,8.34,8.54,8.54,5238500
2021-05-20,8.64,8.81,8.52,8.78,8.78,4089300
2021-05-21,8.84,8.87,8.52,8.52,8.52,5029000
2021-05-24,8.56,8.67,8.46,8.62,8.62,4336500
2021-05-25,8.64,8.7,8.47,8.59,8.59,7590900
2021-05-26,8.79,9.6,8.69,9.44,9.44,26504900
2021-05-27,9.7,10.15,9.25,9.97,9.97,45662100
2021-05-28,10.31,12.09,9.94,10.07,10.07,116292700
2021-06-01,11.23,11.61,10.52,11.56,11.56,87552400
2021-06-02,12.91,16.66,12.33,15.25,15.25,346138300
2021-06-03,18.940001000000002,20.17,13.56,15.88,15.88,536739400
2021-06-04,15.96,16.35,13.7,13.86,13.86,174183700
2021-06-07,14.45,16.6,14.12,15.77,15.77,197778200
2021-06-08,16.48,17.17,15.25,15.8,15.8,162544200
2021-06-09,15.43,16.18,14.3,15.16,15.16,103503100
2021-06-10,14.75,15.24,13.8,13.89,13.89,68611400
2021-06-11,14.12,14.33,13.57,14.18,14.18,56132800
2021-06-14,14.24,14.75,13.81,14.05,14.05,47532000
2021-06-15,13.94,14.41,13.55,13.99,13.99,39804700
2021-06-16,13.65,13.8,12.59,12.88,12.88,44085000
2021-06-17,12.66,13.66,12.59,13.51,13.51,43188000
2021-06-18,13.54,13.87,12.62,12.9,12.9,38351400
2021-06-21,12.87,12.97,12.32,12.8,12.8,23253600
2021-06-22,12.77,13.57,12.4,13.41,13.41,32563300
2021-06-23,13.26,13.47,12.91,13.14,13.14,22997600
2021-06-24,13.23,13.33,12.64,12.68,12.68,22159000
2021-06-25,12.21,12.46,11.76,12.12,12.12,36954200
2021-06-28,12.06,12.86,12.04,12.8,12.8,31117800
2021-06-29,12.53,12.69,12.19,12.24,12.24,14336800
2021-06-30,12.11,12.51,11.95,12.22,12.22,13816700
2021-07-01,12.18,12.27,11.87,12.17,12.17,12244100
2021-07-02,12.08,12.25,11.82,11.99,11.99,10363100
2021-07-06,12.04,12.39,11.98,12.07,12.07,10881200
2021-07-07,12.08,12.14,11.37,11.44,11.44,12343300
2021-07-08,11.08,11.78,10.9,11.55,11.55,12555800
2021-07-09,11.49,11.8,11.4,11.79,11.79,5444500
2021-07-12,11.77,11.83,11.17,11.25,11.25,7346800
2021-07-13,11.17,11.42,10.87,11.08,11.08,6825500
2021-07-14,11.14,11.21,10.54,10.66,10.66,9783400
2021-07-15,10.49,10.91,10.24,10.57,10.57,12855700
2021-07-16,10.58,10.69,9.96,10.11,10.11,10336000
2021-07-19,9.82,10.09,9.66,9.88,9.88,12812500
2021-07-20,9.98,10.72,9.94,10.62,10.62,11079700
2021-07-21,10.43,10.87,10.4,10.82,10.82,7894300
2021-07-22,10.74,10.9,10.35,10.38,10.38,4596100
2021-07-23,10.38,10.44,10.04,10.18,10.18,4737400
2021-07-26,10.21,10.41,9.96,10.16,10.16,8374000
2021-07-27,10.16,10.18,9.64,9.91,9.91,8996900
2021-07-28,9.97,11.0,9.97,10.77,10.77,15858200
2021-07-29,10.56,10.7,10.3,10.35,10.35,8040800
2021-07-30,10.29,10.49,10.05,10.16,10.16,5333200
2021-08-02,10.2,10.41,10.09,10.1,10.1,4727200
2021-08-03,10.09,10.18,9.87,10.17,10.17,5764500
2021-08-04,10.11,10.23,9.82,9.87,9.87,7245500
2021-08-05,9.91,10.63,9.87,10.43,10.43,10969300
2021-08-06,10.33,10.46,10.2,10.29,10.29,4484200
2021-08-09,10.25,10.54,10.19,10.41,10.41,6133500
2021-08-10,10.41,10.65,10.28,10.37,10.37,4915700
2021-08-11,10.41,10.44,10.07,10.32,10.32,5142800
2021-08-12,10.29,10.44,10.07,10.17,10.17,3684500
2021-08-13,10.11,10.17,9.86,9.88,9.88,5773500
2021-08-16,9.82,9.89,9.56,9.67,9.67,7500800
2021-08-17,9.6,9.87,9.48,9.67,9.67,9442700
2021-08-18,9.81,10.33,9.72,10.08,10.08,9796000
2021-08-19,9.88,9.98,9.53,9.56,9.56,7847800
2021-08-20,9.57,9.81,9.48,9.63,9.63,5330300
2021-08-23,9.7,10.24,9.67,10.14,10.14,8709300
2021-08-24,10.13,11.34,10.13,11.1,11.1,24435400
2021-08-25,11.23,11.68,10.66,10.74,10.74,26337600
2021-08-26,10.73,11.18,10.56,10.81,10.81,13356700
2021-08-27,10.81,11.4,10.8,11.3,11.3,12651000
2021-08-30,11.33,11.52,10.91,11.21,11.21,10341700
2021-08-31,11.22,11.54,11.11,11.41,11.41,8772600
2021-09-01,11.45,12.01,11.41,11.68,11.68,14304200
2021-09-02,11.77,11.84,11.07,11.25,11.25,8576400
2021-09-03,11.2,11.44,11.01,11.07,11.07,4783400
2021-09-07,11.09,11.22,10.76,10.83,10.83,7675100
2021-09-08,10.79,10.84,10.38,10.39,10.39,6629200
2021-09-09,10.4,11.13,10.35,10.73,10.73,9318900
2021-09-10,10.75,10.86,10.37,10.42,10.42,4944800
2021-09-13,10.43,10.75,10.26,10.47,10.47,6341400
2021-09-14,10.47,10.49,9.94,10.04,10.04,7090500
2021-09-15,10.03,10.15,9.9,10.13,10.13,5364800
2021-09-16,10.13,10.17,9.96,10.16,10.16,6179500
2021-09-17,10.08,10.22,9.92,10.03,10.03,10459100
2021-09-20,9.76,9.79,9.24,9.43,9.43,12485500
2021-09-21,9.54,9.6,9.26,9.37,9.37,8769800
2021-09-22,9.5,9.79,9.41,9.56,9.56,14260500
2021-09-23,10.2,11.05,9.96,10.6,10.6,40686100
2021-09-24,10.46,10.53,10.14,10.38,10.38,10571100
2021-09-27,10.32,10.35,9.96,10.14,10.14,9017300
2021-09-28,9.99,10.08,9.77,9.79,9.79,8733300
2021-09-29,9.83,9.93,9.56,9.6,9.6,6505000
2021-09-30,9.62,9.98,9.47,9.73,9.73,9487600
2021-10-01,9.79,9.91,9.58,9.7,9.7,5291900
2021-10-04,9.66,9.72,9.35,9.6,9.6,9718800
2021-10-05,9.63,9.83,9.5,9.52,9.52,6225200
2021-10-06,9.37,9.45,9.1,9.36,9.36,9246600
2021-10-07,9.47,9.75,9.29,9.6,9.6,5519400
2021-10-08,9.56,9.59,9.36,9.39,9.39,4692800
